location,mean_X,mean_Y,mean_Z,std_X,std_Y,std_Z,skew_X,skew_Y,skew_Z,label
1,0.2116918,0.24468111,-0.95102633,0.02814448,0.131037107,0.055424071,-0.424870111,0.564452909,0.220159573,11
1,0.22601986,0.36561097,-0.91040881,0.011223219,0.021116468,0.010479855,-0.050458121,-0.044063414,-0.225588563,11
1,0.23002873,0.36753083,-0.90882521,0.01105122,0.0185624,0.00810224,-0.193899529,0.395774963,-0.523818379,11
1,0.23200104,0.40862123,-0.89025314,0.015176937,0.029518424,0.015597749,-0.312663825,0.438076373,1.339120014,11
1,0.15215913,0.31334027,-0.84796065,0.109422668,0.44870107,0.130529071,-0.358304831,-1.181549258,-1.472195003,11
1,0.17530074,0.23130628,-0.96173277,0.029701537,0.130033029,0.068468633,-1.595239735,3.420574036,4.275379809,11
1,0.14968493,0.46420778,-0.85903104,0.070809582,0.191286243,0.086470071,1.182425359,-0.340970339,-1.041685131,11
1,0.16133374,0.38594909,-0.89587661,0.077761818,0.215995109,0.109774753,0.880511707,0.303579424,0.502482575,11
1,0.23335768,0.251837,-0.9411711,0.085237336,0.10227322,0.067436624,-0.485787602,-0.162973177,0.003759605,11
1,0.11272679,0.25401868,-0.83876633,0.171572014,0.434073161,0.141286496,-0.375918902,-1.12258105,0.199361713,11
1,0.28833051,0.29803881,-0.91630694,0.021266096,0.044301108,0.029275583,-0.847710032,-0.162227073,0.954556914,11
1,0.23012619,0.2965739,-0.90454313,0.14341503,0.219036257,0.07200606,-1.813597073,1.212627366,1.642806892,11
1,0.14139651,0.42085801,-0.86300506,0.136542263,0.224137088,0.07785833,0.200764281,-0.265109225,-0.290709078,11
1,0.07171646,0.48582597,-0.8563364,0.066762271,0.179318628,0.07040096,1.149310696,-1.085382391,-1.006188605,11
1,0.17530367,0.31566008,-0.86973172,0.063668815,0.333774274,0.119142389,-1.50679424,-1.809812214,1.069392971,11
1,0.17859697,0.2645143,-0.9607183,0.029732245,0.127553988,0.07192647,-0.025358084,0.542165266,0.479934952,11
1,0.16524709,0.36543735,-0.90320894,0.04691375,0.206112691,0.105922791,0.638731915,-0.149884861,-0.66574214,11
1,0.10428088,0.22284178,-0.87326052,0.206037834,0.452276984,0.17219104,-3.277392483,-1.109152858,1.805790141,11
1,0.1640521,0.26458251,-0.95344923,0.058662082,0.172260399,0.086282755,-0.024889323,1.480813081,-0.50141295,11
1,0.1331934,0.44457307,-0.86394269,0.04212479,0.231469868,0.104693164,0.407384588,-0.112645483,-0.129707092,11
1,0.19509548,0.33987015,-0.91967361,0.078447894,0.167805436,0.096835142,0.212816606,1.387747624,1.258091047,11
1,0.18040083,0.29963715,-0.92126116,0.092202406,0.19559409,0.093750121,0.652154409,0.549515539,0.172269923,11
1,0.13182726,0.26081099,-0.83519179,0.177713251,0.44115797,0.129054956,-0.705377546,-1.366924712,1.11675375,11
1,0.12164592,0.46398669,-0.86724028,0.053073096,0.208307653,0.094041949,-1.922059338,-0.751340304,-1.151290699,11
